file_id,X_mean,X_std,X_rms,X_max,X_min,X_pk_pk,X_skewness,X_kurtosis,X_shape_factor,X_crest_factor,X_impulse_factor,Y_mean,Y_std,Y_rms,Y_max,Y_min,Y_pk_pk,Y_skewness,Y_kurtosis,Y_shape_factor,Y_crest_factor,Y_impulse_factor,Z_mean,Z_std,Z_rms,Z_max,Z_min,Z_pk_pk,Z_skewness,Z_kurtosis,Z_shape_factor,Z_crest_factor,Z_impulse_factor,X_dominant_frequency,X_spectral_centroid,X_spectral_bandwidth,X_spectral_entropy,X_spectral_energy,X_band_1_energy_ratio,X_band_2_energy_ratio,X_band_3_energy_ratio,X_band_4_energy_ratio,X_band_5_energy_ratio,X_band_6_energy_ratio,X_band_7_energy_ratio,X_band_8_energy_ratio,Y_dominant_frequency,Y_spectral_centroid,Y_spectral_bandwidth,Y_spectral_entropy,Y_spectral_energy,Y_band_1_energy_ratio,Y_band_2_energy_ratio,Y_band_3_energy_ratio,Y_band_4_energy_ratio,Y_band_5_energy_ratio,Y_band_6_energy_ratio,Y_band_7_energy_ratio,Y_band_8_energy_ratio,Z_dominant_frequency,Z_spectral_centroid,Z_spectral_bandwidth,Z_spectral_entropy,Z_spectral_energy,Z_band_1_energy_ratio,Z_band_2_energy_ratio,Z_band_3_energy_ratio,Z_band_4_energy_ratio,Z_band_5_energy_ratio,Z_band_6_energy_ratio,Z_band_7_energy_ratio,Z_band_8_energy_ratio,Health label,Operating frequency
BF_10HZ,-0.01374647040234375,0.017824028444819805,0.01782333218010949,0.14963745040234375,-0.11352335959765625,0.26316081,5.684341886080802e-14,3.2741809263825417e-12,1.5155307159513929,8.395593421130354,12.723779709076371,-0.01620648705859375,0.02076495310813274,0.02076414196130893,0.14822347705859376,-0.15326164294140623,0.30148512,-1.1937117960769683e-14,-4.0017766878008843e-13,1.5047736752979086,7.381072775345437,11.106844008332793,-0.01065714409765625,0.0009750541005657795,0.0009750160117710399,0.0033472040976562497,-0.00337567590234375,0.00672288,-3.4924596548080443e-12,5.960464477539063e-10,1.3157792652448754,3.462174834185467,4.55545786414604,866.0,1009.3825778423595,909.5710186380314,7.695640823904717,26023.622515987117,0.8852673617203174,0.08095411125046566,0.01160864699116212,0.018542485865732254,0.0022585442294526937,0.0007906135044885676,0.0005226633181320884,5.5552417510095337e-05,476.0,1338.6591339713052,1135.1220026064805,8.491580880450687,35319.77454351139,0.48020403330224304,0.47569583068541693,0.02581635872223149,0.0053130790632707715,0.010266991321470506,0.0019657368889857535,0.0006973969038909773,4.057215594440513e-05,6002.0,5475.024022799605,1740.6898525368895,5.1160415497874645,77.87776157580561,0.08928220155475436,0.014697817777119341,0.01062101877691966,0.85837370298898,0.015467579395397505,0.00473664079877648,0.006113684668784736,0.0007072572092963992,BF,10HZ
BF_10HZ,-0.013757725954687501,0.01761013420081543,0.01760944629151222,0.1496487059546875,-0.1167468940453125,0.26639559999999995,2.7284841053187846e-14,1.964508555829525e-12,1.5195709556938954,8.498206216644085,12.91362734304299,-0.0162880593203125,0.018953226774172455,0.01895248639929086,0.1483050493203125,-0.1531800706796875,0.30148512,-3.979039320256561e-14,-2.6193447411060332e-12,1.5078507104035532,8.082320569681913,12.186932813347148,-0.010607455275,0.0009899398306526302,0.0009899011603727017,0.003299005275,-0.003236134724999999,0.006535139999999999,1.3969838619232177e-11,1.9073486328125e-08,1.3130585071410479,3.3326612835015266,4.375979254141906,868.0,980.9415998942551,891.0961384831376,7.790375727005937,25402.785902181076,0.896620023576823,0.06932026588590248,0.013109878434688976,0.017981624237841335,0.001960179671334853,0.0005716400925448333,0.0003957620917861407,4.0608908829699264e-05,494.0,1350.06925576383,1155.7881311356477,8.722945017448014,29425.397521434985,0.49747216343248835,0.4514689467067151,0.03226569471543392,0.005726518123223875,0.010464491652537362,0.0020107027459680474,0.0005356625151696041,5.578462637981732e-05,6002.0,5386.950774735746,1854.5058249441556,5.146233757396592,80.27376138310237,0.10352823146541884,0.014400557661972532,0.010792344005325026,0.8453096893175284,0.014855848937072971,0.0044751841526437484,0.006107337771846699,0.0005307935208682684,BF,10HZ
BF_10HZ,-0.013688768987499999,0.01775721701138055,0.017756523356542833,0.1221443789875,-0.11681585101249999,0.23896023,-2.899014361901209e-14,-1.2369127944111825e-12,1.488004593521949,6.878845398280854,10.23575355134568,-0.01641352337421875,0.018326914155789655,0.01832619824672257,0.12610285337421875,-0.12418138662578124,0.25028424,-7.73070496506989e-14,-3.783497959375382e-12,1.4894943831873735,6.881015455013414,10.249233871427254,-0.010633127625781249,0.0009971618742792695,0.0009971229218827516,0.0033246776257812487,-0.003664912374218751,0.0069895899999999995,0.0,9.5367431640625e-09,1.3162525142360915,3.6754870338586088,4.837869054210376,864.0,954.6363715339072,905.1429177488342,7.463359732035947,25828.89474814253,0.9008813927707829,0.06423463292943112,0.014223477141596266,0.017167862805965307,0.0022287895366503835,0.0007462353561916968,0.000427647353179239,8.993906685555394e-05,46.0,1378.8273160808078,1166.0143178193873,8.799333117861,27512.794495380174,0.46767950879558146,0.48219542451348985,0.030115638331636184,0.005939752736930721,0.011412227803575922,0.0019246338897982473,0.0006779155930989991,5.489832543071742e-05,6002.0,5336.156665329662,1922.7209045194888,5.259953394281353,81.44929920567931,0.11193786142319379,0.01438302035444761,0.012065213143760104,0.8348023358703063,0.01499618961967895,0.004706520078785564,0.006553399741896496,0.0005554208436023416,BF,10HZ
BF_10HZ,-0.01373464411015625,0.0181120744591223,0.018111366942394787,0.10577492411015625,-0.10722057588984375,0.2129955,-3.8937741919653493e-14,-2.0372681319713594e-12,1.4737282871873778,5.92007087178735,8.724575906388774,-0.01637821898828125,0.01993792377282244,0.019937144932463045,0.12606754898828126,-0.12421669101171874,0.25028424,-3.751665644813329e-14,-2.1827872842550277e-12,1.4712493581844348,6.323249863960515,9.303077304458343,-0.0106428155359375,0.0010074455560108002,0.0010074062019001183,0.0037932855359374988,-0.0036552244640625006,0.007448509999999999,2.3283064365386964e-11,9.5367431640625e-09,1.3136287562523863,3.7653982326269166,4.946335402030601,866.0,1003.5979283447633,1008.4503572461294,7.507406211083029,26871.53051099744,0.8851178135136925,0.07092260091948209,0.014178456244040048,0.025395343220965944,0.002782644644257146,0.0010486850860180008,0.00048001675364806067,7.443863623307604e-05,326.0,1364.4304541972954,1181.428509490681,8.651606072655593,32562.361130606918,0.46084708883546,0.49117058507632677,0.02683780434739457,0.007087676592630813,0.011070114739901946,0.0020537690662769024,0.0008335143038256799,9.938747907802667e-05,6002.0,5235.66809239623,2031.2855614332293,5.337273340005661,83.13793019147978,0.12907559195038495,0.014024227936060181,0.01166272372275223,0.8193842432524047,0.014825053748436647,0.004448065584510245,0.005951189227889711,0.0006287936647440933,BF,10HZ
BF_10HZ,-0.013772979599218749,0.018149829287277444,0.01814912029572315,0.14504345959921874,-0.10718224040078125,0.2522257,-2.6147972675971688e-14,-1.2005330063402653e-12,1.5150079086361508,7.991762533273118,12.107583442517969,-0.016282356464062498,0.020405859149243536,0.020405062029801475,0.1087502664640625,-0.1374111435359375,0.24616141,-1.1368683772161604e-14,-5.456968210637569e-13,1.5094805128602478,6.73416936094167,10.165097421140164,-0.01065330536875,0.001009537746508933,0.0010094983106704637,0.003803775368749999,-0.0034659346312500006,0.0072697099999999995,1.862645149230957e-11,9.5367431640625e-09,1.3128364704869102,3.767985864637768,4.946749268275822,866.0,1009.3644313091442,969.8116619382002,7.618169134241421,26983.675296980957,0.8877024645063741,0.07220522208889338,0.012197430156532319,0.023928805835769732,0.0026162595407356838,0.0008738028393440328,0.00044296182112466204,3.3052716556610415e-05,308.0,1330.255704469949,1166.6346672219925,8.663931362949086,34108.748942584796,0.48806947418373814,0.4653467031732037,0.026344578245344138,0.006519694311819161,0.011073232651673853,0.0019688796439562618,0.0006145521474879768,6.284817343275755e-05,6002.0,5201.326863410706,2066.791550715547,5.31429518136642,83.48359434007106,0.1344999841364224,0.014319808940275437,0.011042656750474195,0.8149097118965116,0.01437694492326228,0.004380309681407197,0.005921389337737664,0.0005491830982501553,BF,10HZ
BF_10HZ,-0.013834871754687499,0.018506784926756864,0.018506061991350554,0.1549691617546875,-0.12787008824531249,0.28283925,-3.069544618483633e-14,-1.5643308870494365e-12,1.5286084770442683,8.373967504201797,12.800517714107794,-0.0163444134515625,0.019370976753323332,0.019370220059764447,0.1088123234515625,-0.14091615654843748,0.24972847999999997,3.012701199622825e-14,1.4551915228366853e-12,1.5497313932267367,7.274886713025614,11.274120321925894,-0.010626018696093751,0.0010011430151231153,0.0010011039072102457,0.0033831286960937512,-0.0034932213039062486,0.00687635,9.313225746154785e-12,9.5367431640625e-09,1.3133619429669994,3.4893693604207003,4.5828049275093985,864.0,981.5344365249538,833.2462103081718,7.4008514209143295,28055.497155058496,0.8921191782276396,0.08053552902960846,0.010899423178155933,0.013483091290046486,0.0017653046606554029,0.0005032523757122724,0.0006542185657643231,4.000221471676173e-05,476.0,1367.4228034318344,1223.538865623015,8.648829784978808,30736.82860296672,0.49633790489902163,0.4501139259552419,0.031775000904136465,0.005605113503922234,0.011534662557010196,0.0031171801054827855,0.0014621618187208095,5.403896341071536e-05,6002.0,5256.307867925096,2014.3549873585127,5.268943453147922,82.10096535610835,0.12579012428922018,0.014206464010054709,0.010772671364855633,0.8223120860361339,0.015596367694854008,0.004702561770764223,0.006073303757614205,0.0005463876990997779,BF,10HZ
BF_10HZ,-0.013783244883593749,0.018794147722795432,0.018793413562060653,0.15491753488359375,-0.12792171511640624,0.28283925,-4.206412995699793e-14,-2.1100277081131934e-12,1.5285784188165288,8.243182344908938,12.600350635467695,-0.016342278559375,0.018411168513781526,0.018410449313464302,0.099293558559375,-0.14091829144062498,0.24021184999999998,-3.069544618483633e-14,-1.8553691916167736e-12,1.5342934510740855,7.654255962667436,11.743874797003308,-0.010566704240625,0.000991562266559982,0.0009915235329024132,0.0033238142406250004,-0.0034407857593749987,0.006764599999999999,1.3969838619232177e-11,0.0,1.315562416254261,3.470200798797827,4.56526575235823,864.0,1012.134922861428,1009.0726166565419,7.528740114279496,28933.52090896832,0.8865831052885977,0.07040200397098195,0.015343413385716625,0.022923790638566748,0.002730161534772332,0.0008749027202618136,0.0009320354056496863,0.000210583693775847,514.0,1431.1870145903915,1338.0885141349959,8.841503040498894,27766.345932914508,0.485198498094828,0.44691083183083335,0.039848365534276176,0.00811070472790178,0.013558519462410736,0.003465441737714826,0.0027776225048378616,0.00012996549268072982,6002.0,5359.198700416636,1893.4336439199158,5.223922755564294,80.53710539778024,0.10934715837466848,0.013866303192589623,0.01082028116357618,0.8388604826811483,0.01567467366596595,0.004604957253120676,0.006202557685085727,0.0006234922495725388,BF,10HZ
BF_10HZ,-0.013679478722656251,0.018817283034317015,0.01881654796984148,0.11160227872265625,-0.10880597127734375,0.22040825,5.0306425691815094e-14,2.4920154828578236e-12,1.4867932610316812,5.931070826359729,8.818276135801893,-0.016321491778125,0.01949578986491002,0.019495028295743733,0.097565231778125,-0.114396198221875,0.21196143,-1.9326762412674726e-14,-7.275957614183426e-13,1.5027469317233988,5.867967795716545,8.818070600917078,-0.010524117945312501,0.0009890722617888412,0.0009890336253989833,0.003319967945312501,-0.003423772054687498,0.006743739999999999,9.313225746154785e-12,0.0,1.320411266530914,3.4617347310558717,4.570913545249132,854.0,1015.295165891768,1047.0303104827549,7.273709151529919,29004.798156959645,0.8882454035633941,0.06353685078080805,0.015639409464845613,0.027727640743036318,0.0028855003011448626,0.0010738089522230596,0.0006937695843183428,0.0001976166068214679,326.0,1386.0186691026074,1242.358820694254,8.696690642704874,31134.19803727341,0.47411655175928696,0.47103218158485277,0.030497853144512862,0.007790595004303517,0.01267555405956163,0.0022910880752743043,0.0015283348145650206,6.784085860734766e-05,6002.0,5343.045370176601,1905.1336963964511,5.248634215784773,80.13312154087913,0.11073920460784063,0.014736670702281811,0.011392292179678321,0.83675973737737,0.015237021190845686,0.004450874609198364,0.006148616638128957,0.0005355691191223406,BF,10HZ
BF_10HZ,-0.013706696715625001,0.018255881369942592,0.018255168235647903,0.136990786715625,-0.098578213284375,0.235569,1.7053025658242404e-14,1.4551915228366853e-12,1.4832134127140846,7.504219349817391,11.13035879220743,-0.01623013848203125,0.01998262089426404,0.019981840307889232,0.09603006848203126,-0.10711951151796875,0.20314958,-5.115907697472721e-15,-7.275957614183426e-14,1.4633689973849435,5.360843138673017,7.844891649370487,-0.010513723914843752,0.0009943986279769268,0.000994359783521826,0.0033095739148437517,-0.0038021960851562474,0.007111769999999999,-1.862645149230957e-11,-9.5367431640625e-09,1.3195869899972248,3.8237629320303532,5.0457878230153055,854.0,1007.15148506479,942.1217737483585,7.517939678377826,27299.935678300062,0.8900631749128474,0.07181080005214138,0.012863448880692295,0.02153634281291465,0.0022218268609590255,0.0009647432498487103,0.0005036427186065186,3.60166939034202e-05,476.0,1348.9629646040369,1191.9032780213356,8.568188936699027,32708.52133986445,0.49091525045743756,0.4583593696731923,0.029566808028378338,0.0062975153053358305,0.011774235402866155,0.002246843222747333,0.0008072657223133001,3.27119521501358e-05,6002.0,5311.850209771472,1941.2231562654354,5.235343268993586,80.99851475664114,0.11609397835839827,0.013753854290961457,0.011682797234607717,0.8328011972173172,0.015036303079301334,0.00432616866588478,0.005757809948825837,0.0005478472050934862,BF,10HZ
BF_10HZ,-0.013638178948437501,0.017531787024818467,0.017531102176011597,0.1498480289484375,-0.1393252210515625,0.28917325,1.1368683772161604e-14,1.4551915228366853e-12,1.5077168521389246,8.547553224858394,12.887290042408521,-0.01612656928125,0.01920937379863735,0.01920862341781718,0.11675520928125001,-0.13481044071875,0.25156565000000003,-3.552713678800501e-14,-1.6370904631912709e-12,1.5181122083335146,7.018224980489065,10.654453024266362,-0.010657857784375,0.0009966711181641327,0.0009966321849381502,0.003285337784375001,-0.003658062215624999,0.0069434,4.656612873077393e-12,4.76837158203125e-09,1.3155495358147795,3.6704235195671413,4.828623962255143,870.0,1013.2570369322535,913.3174993443525,7.74587380459675,25177.25540636763,0.8842797508121865,0.08177479306469473,0.011654772505975164,0.01858882568512183,0.0022508981755934403,0.0008608249939973801,0.000554686747849219,3.544782584839462e-05,476.0,1347.7238591687124,1176.3752311293188,8.564623037996022,30226.12184107648,0.5073005557905585,0.4409815374181317,0.031604162656239033,0.0058924321715098345,0.011283982835832542,0.002057338913799711,0.000844145134232855,3.5843600915952695e-05,6002.0,5291.745865705442,1970.4293408052633,5.189339982161525,81.36915026322481,0.1199848993983065,0.013233638279305113,0.011680526611334958,0.8302371176129159,0.013868208606336647,0.0044963250351203864,0.005888151049615068,0.0006110367681496873,BF,10HZ
