file_id,X_mean,X_std,X_rms,X_max,X_min,X_pk_pk,X_skewness,X_kurtosis,X_shape_factor,X_crest_factor,X_impulse_factor,Y_mean,Y_std,Y_rms,Y_max,Y_min,Y_pk_pk,Y_skewness,Y_kurtosis,Y_shape_factor,Y_crest_factor,Y_impulse_factor,Z_mean,Z_std,Z_rms,Z_max,Z_min,Z_pk_pk,Z_skewness,Z_kurtosis,Z_shape_factor,Z_crest_factor,Z_impulse_factor,Sound_mean,Sound_std,Sound_rms,Sound_max,Sound_min,Sound_pk_pk,Sound_skewness,Sound_kurtosis,Sound_shape_factor,Sound_crest_factor,Sound_impulse_factor
BF_10HZ,-0.01374647040234375,0.017824028444819805,0.01782333218010949,0.14963745040234375,-0.11352335959765625,0.26316081,0.5705941757312967,9.84385918511066,1.5155307160802598,8.395593421601399,12.723779710158285,-0.01620648705859375,0.02076495310813274,0.02076414196130893,0.14822347705859376,-0.15326164294140623,0.30148512,-0.01949139268624998,7.817754832663631,1.5047736754069594,7.381072775700909,11.106844009137705,-0.01065714409765625,0.0009750541005657795,0.0009750160117710399,0.0033472040976562497,-0.00337567590234375,0.00672288,-0.029617381203547354,3.559924351053898,1.315779267020513,3.4621748377363573,4.5554578702936075,-0.011602541065624998,0.005613800506542105,0.00561358121317666,0.023284141065625,-0.020626158934375,0.0439103,0.031959666526202545,3.036801352319765,1.2513789931374841,4.14782296388098,5.190498524253916
BF_10HZ,-0.013757725954687501,0.01761013420081543,0.01760944629151222,0.1496487059546875,-0.1167468940453125,0.26639559999999995,0.29443506582251683,9.833943863394564,1.5195709558250237,8.498206217126679,12.913627344157344,-0.0162880593203125,0.018953226774172455,0.01895248639929086,0.1483050493203125,-0.1531800706796875,0.30148512,-0.09294026298444198,9.059526127190122,1.5078507105235173,8.082320570108363,12.186932814316735,-0.010607455275,0.0009899398306526302,0.0009899011603727017,0.003299005275,-0.003236134724999999,0.006535139999999999,0.03523568071637957,3.558565300728985,1.3130585088827598,3.3326612868681873,4.375979259946441,-0.01161352876796875,0.006036495686774827,0.006036259881556403,0.02329512876796875,-0.02019499123203125,0.04349012,0.14752947484302217,2.8808511299853525,1.2449425965190357,3.859199110884252,4.804481361588194
BF_10HZ,-0.013688768987499999,0.01775721701138055,0.017756523356542833,0.1221443789875,-0.11681585101249999,0.23896023,0.05784290398779767,8.251390844600945,1.4880045936466444,6.878845398668251,10.235753552203441,-0.01641352337421875,0.018326914155789655,0.01832619824672257,0.12610285337421875,-0.12418138662578124,0.25028424,-0.10279313135315338,7.998888088666575,1.4894943833084349,6.881015455388888,10.24923387226028,-0.010633127625781249,0.0009971618742792695,0.0009971229218827516,0.0033246776257812487,-0.003664912374218751,0.0069895899999999995,-0.0006230094706953437,3.5718823122440724,1.3162525159736111,3.675487037544701,4.837869060596606,-0.012129147575,0.005769773575097903,0.005769548188915466,0.020432917575,-0.019679372425,0.04011229,0.2003089004641558,2.90758121780949,1.2443450359442965,3.541510861154778,4.4068614598207585
BF_10HZ,-0.01373464411015625,0.0181120744591223,0.018111366942394787,0.10577492411015625,-0.10722057588984375,0.2129955,0.22483609766457896,7.750029075503937,1.4737282873072957,5.920070872114219,8.724575907098696,-0.01637821898828125,0.01993792377282244,0.019937144932463045,0.12606754898828126,-0.12421669101171874,0.25028424,0.005838377950313298,6.7596666710858475,1.4712493582930048,6.323249864277674,9.303077305144857,-0.0106428155359375,0.0010074455560108002,0.0010074062019001183,0.0037932855359374988,-0.0036552244640625006,0.007448509999999999,-0.03101342877402951,3.5628912467306666,1.3136287579653203,3.765398236364633,4.946335408480481,-0.013332847334375,0.005135534725844091,0.005135334115100608,0.017551037334375,-0.017288142665625,0.03483918,-0.0033606103970593537,2.846113877824527,1.2466863024625316,3.4177011545880984,4.260801215335362
BF_10HZ,-0.013772979599218749,0.018149829287277444,0.01814912029572315,0.14504345959921874,-0.10718224040078125,0.2522257,0.5080179375219179,9.264845737860615,1.515007908762617,7.991762533713456,12.107583443528656,-0.016282356464062498,0.020405859149243536,0.020405062029801475,0.1087502664640625,-0.1374111435359375,0.24616141,-0.15347136378426263,6.755452650498012,1.5094805129719127,6.734169361271694,10.165097421892135,-0.01065330536875,0.001009537746508933,0.0010094983106704637,0.003803775368749999,-0.0034659346312500006,0.0072697099999999995,0.02318907387423506,3.5463697177822757,1.3128364721942332,3.767985868370301,4.94674927470899,-0.012278751374218749,0.00585720541523836,0.005856976613682959,0.020570601374218747,-0.01982031862578125,0.04039092,0.1359866268576846,2.961003863072006,1.250975344482397,3.51215357871877,4.3936175330127965
BF_10HZ,-0.013834871754687499,0.018506784926756864,0.018506061991350554,0.1549691617546875,-0.12787008824531249,0.28283925,0.5342840269627842,10.749655856511495,1.5286084771705322,8.373967504654296,12.800517715165123,-0.0163444134515625,0.019370976753323332,0.019370220059764447,0.1088123234515625,-0.14091615654843748,0.24972847999999997,-0.20716592529070485,8.140451598081624,1.5497313933507244,7.274886713401185,11.274120322827889,-0.010626018696093751,0.0010011430151231153,0.0010011039072102457,0.0033831286960937512,-0.0034932213039062486,0.00687635,0.027377630955517134,3.541566066204392,1.3133619446900169,3.4893693639062224,4.582804933521643,-0.01104831589296875,0.005755410409178326,0.0057551855840680165,0.01934016589296875,-0.02105075410703125,0.04039092,0.05224757508987908,2.857063307320571,1.241733715746313,3.657702049662082,4.541891957219802
BF_10HZ,-0.013783244883593749,0.018794147722795432,0.018793413562060653,0.15491753488359375,-0.12792171511640624,0.28283925,0.2648874136325698,9.622352668094324,1.5285784189408569,8.243182345347558,12.600350636492557,-0.016342278559375,0.018411168513781526,0.018410449313464302,0.099293558559375,-0.14091829144062498,0.24021184999999998,-0.07029997658745347,8.121392445667572,1.5342934512019508,7.654255963083192,11.743874797982022,-0.010566704240625,0.000991562266559982,0.0009915235329024132,0.0033238142406250004,-0.0034407857593749987,0.006764599999999999,0.0355701859145759,3.5526101716803087,1.3155624179997611,3.4702008022976942,4.565265758415466,-0.011357660962499998,0.005458209482146831,0.005457996266674488,0.0180537209625,-0.0220049290375,0.04005865,0.019905820683657045,2.854447707572159,1.242842352526647,4.031686348313943,5.010750545788068
BF_10HZ,-0.013679478722656251,0.018817283034317015,0.01881654796984148,0.11160227872265625,-0.10880597127734375,0.22040825,0.15892541871716215,7.756174484408871,1.4867932611491605,5.931070826674934,8.818276136498673,-0.016321491778125,0.01949578986491002,0.019495028295743733,0.097565231778125,-0.114396198221875,0.21196143,-0.04007607695725835,6.801042868965449,1.502746931839236,5.867967796017544,8.818070601596807,-0.010524117945312501,0.0009890722617888412,0.0009890336253989833,0.003319967945312501,-0.003423772054687498,0.006743739999999999,0.016394726383658416,3.5699823379875277,1.3204112682937315,3.46173473455599,4.570913551351539,-0.01190665670078125,0.005443975030963796,0.005443762371535563,0.01860271670078125,-0.021455933299218747,0.04005865,0.034887456208724604,3.03833913483472,1.2577202339665523,3.9413794789074363,4.957152720362428
BF_10HZ,-0.013706696715625001,0.018255881369942592,0.018255168235647903,0.136990786715625,-0.098578213284375,0.235569,0.3840858265276827,8.239616153096598,1.4832134128345942,7.504219350228464,11.13035879311176,-0.01623013848203125,0.01998262089426404,0.019981840307889232,0.09603006848203126,-0.10711951151796875,0.20314958,-0.055233699708581725,5.832909986372897,1.4633689974921131,5.360843138941302,7.844891649945008,-0.010513723914843752,0.0009943986279769268,0.000994359783521826,0.0033095739148437517,-0.0038021960851562474,0.007111769999999999,-0.06137083676107498,3.5858123224539487,1.3195869917484118,3.823762935875805,5.045787829711429,-0.012128946308593751,0.0052254873817370135,0.005225283257149278,0.019896316308593752,-0.019132743691406252,0.039029060000000004,0.002404978884375222,2.944647581251684,1.24739282278584,3.8077010047965225,4.749698904697612
BF_10HZ,-0.013638178948437501,0.017531787024818467,0.017531102176011597,0.1498480289484375,-0.1393252210515625,0.28917325,0.47089625740366114,10.478923265709403,1.507716852268592,8.54755322534596,12.88729004351686,-0.01612656928125,0.01920937379863735,0.01920862341781718,0.11675520928125001,-0.13481044071875,0.25156565000000003,-0.15325813071237263,7.474537543253661,1.5181122084534953,7.018224980854433,10.654453025108413,-0.010657857784375,0.0009966711181641327,0.0009966321849381502,0.003285337784375001,-0.003658062215624999,0.0069434,-0.07000133072369055,3.5327765516738396,1.3155495375512982,3.670423523249968,4.828623968628902,-0.011452692464062502,0.0051858854127706105,0.005185682835165003,0.019220062464062503,-0.017988217535937497,0.037208279999999996,-0.0028084137678197597,2.9146617867869247,1.2489168046660823,3.7063706121261353,4.628948541804844
